Kingdom	Phylum	Class	Order	Family	Genus	dataset1_N	dataset1_CaseAvgRA	dataset1_ContAvgRA	dataset1_Ratio	dataset2_N	dataset2_CaseAvgRA	dataset2_ContAvgRA	dataset2_Ratio
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	1	1.37853266226363e-06	0	Inf	NA	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA	NA	NA	NA	2	1.27794851621737e-07	0	Inf
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	10	0.000943154947396089	0.000471801134950454	1.99905188336424	14	0.000641827094840803	4.87969046481387e-07	1315.30288543678
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	12	0.000253164343116618	0.000379085769289512	0.6678286647138	2	3.39450926637056e-07	1.68754816262456e-08	20.1150363678584
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	1	0	2.01729420872998e-05	0	NA	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter	1	0	2.38700514399609e-06	0	NA	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter	1	2.28132996061512e-06	0	Inf	NA	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	NA	1	6.38772388972233e-06	0	Inf	1	3.92235702121224e-08	0	Inf
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	1	0	7.93241097699235e-06	0	NA	NA	NA	NA
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Nubsella	3	1.3340617445874e-05	3.69162203160029e-05	0.361375496507451	2	9.7917241476336e-07	0	Inf
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	2	0.000108745837401172	0	Inf	2	1.27075151669848e-06	0	Inf
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	9	0.00043711813283543	0.0003024158142922	1.44542088137322	14	0.000571986025718984	7.30016162140678e-08	7835.25153801677
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	3	0.000122519299031882	0	Inf	1	3.87547397487107e-07	0	Inf
Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	93	0.000548936290576978	0.000190162988396273	2.88666209553392	81	0.000194400089814108	4.81897443921189e-05	4.03405521789613
Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	1	1.09259347273733e-05	0	Inf	NA	NA	NA	NA
Bacteria	Bacteroidetes	NA	NA	NA	NA	2	3.00561942440378e-06	0	Inf	5	8.26387619896832e-07	5.42869588906246e-06	0.152225808331207
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea	NA	NA	NA	NA	1	1.27171931262452e-07	0	Inf
Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	NA	NA	NA	NA	NA	1	6.36400123786188e-08	0	Inf
Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	NA	NA	NA	2	9.51171366816622e-07	0	Inf
Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	1	3.82407715458067e-06	0	Inf	NA	NA	NA	NA
Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA	55	0.00106475943479296	0.00110835974344193	0.960662313019802	101	0.000233979875257625	0.000260465439178139	0.898314478864894
Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	NA	NA	1	0	4.89706372059313e-06	0	NA	NA	NA	NA
Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	17	1.92609050877523e-05	3.38395711751539e-05	0.569182895021267	93	1.51912016556544e-05	3.7611373227933e-05	0.403899149429947
Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis_SAG_2023	NA	NA	NA	NA	1	7.95500154732735e-08	0	Inf
Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Nodosilineaceae	NA	NA	NA	NA	NA	1	0	2.02289703669859e-07	0
Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA	NA	NA	NA	7	6.2673912981535e-06	2.34463363380074e-07	26.7307915735808
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	NA	NA	NA	NA	3	6.73701342682253e-08	1.10941100038696e-07	0.607260377305855
Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	1	0	6.92075732858767e-06	0	NA	NA	NA	NA
Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	3	1.40429539123068e-05	0	Inf	NA	NA	NA	NA
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	1	0	5.92010229936773e-06	0	NA	NA	NA	NA
Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	5	0.000153057422497241	0.000102468603222484	1.49370068180705	1	3.2390657238826e-07	0	Inf
Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	77	0.000824775391298237	0.000216396241716036	3.81141273414785	176	0.00071175743298263	0.000173887848642873	4.09319822251882
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	NA	NA	NA	NA	20	0.000145098412510901	2.98966797767383e-06	48.5332865035393
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	NA	NA	NA	29	3.09906549152874e-05	0.000200831003865384	0.154312104798621
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	NA	NA	NA	NA	1	0	1.04216430011997e-07	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA	NA	NA	NA	3	2.42354078755271e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	NA	NA	NA	NA	1	7.81336366467752e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	1	4.98866504036186e-06	0	Inf	35	0.000186378311422828	0.000429476276211771	0.433966488362971
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	NA	NA	NA	NA	4	2.55697894883589e-06	2.15609475100767e-05	0.118593069606095
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paucisalibacillus	NA	NA	NA	NA	1	1.60457169064711e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	NA	NA	NA	NA	6	2.35560174809889e-06	0.000347723126365031	0.00677436031570141
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	NA	NA	NA	NA	1	0	1.6651548317515e-06	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	NA	NA	NA	NA	3	6.43828434523323e-07	3.28149525448055e-07	1.96199715250004
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	2	8.57070431578542e-05	4.10302041623412e-05	2.08887683860269	36	0.000101847696639296	0.00089955536233815	0.113220042816009
Bacteria	Firmicutes	Bacilli	Bacillales	Family_X	Thermicanus	1	0	8.16177286765522e-06	0	NA	NA	NA	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Family_XI	Gemella	3	7.93766001192819e-06	0	Inf	109	9.98559728831098e-06	1.38286982349837e-05	0.72209235595651
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus	1	1.93688233125094e-06	0	Inf	1	0	1.39001737707057e-07	0
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	NA	NA	NA	NA	1	4.04354411789681e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	2	0.000139087661193551	0	Inf	8	2.92201922625523e-05	0.000135564760425763	0.215544158900746
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	NA	NA	NA	NA	1	0	8.68470250099978e-07	0
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	3	0.000129883027898066	4.65262536418826e-05	2.79160726968884	30	0.000137884954693471	0.000225431956146708	0.611647776341602
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA	NA	NA	NA	NA	4	1.64939320043877e-06	1.10564143549384e-05	0.149179756428182
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	NA	NA	NA	NA	1	0	1.8617400967233e-06	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	2	0.000169133943323156	0	Inf	18	4.88217726633949e-05	0.000614511729041382	0.0794480729270298
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	NA	NA	NA	NA	2	0	1.12984461519585e-06	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	3	0.000108887787711836	0	Inf	8	1.20445720110928e-05	1.03190821737094e-06	11.6721349906289
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	NA	NA	NA	NA	3	2.5216652574997e-06	0	Inf
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	NA	NA	NA	NA	5	4.90118413302474e-05	3.20076715987288e-07	153.125294287867
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	14	0.000680318505614062	8.93706715144556e-05	7.61232397704454	81	0.00165992390580812	0.000694596331634655	2.38976774020916
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	1	0	7.01702681556798e-06	0	1	1.87045386188868e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	NA	NA	NA	NA	1	4.36079172291828e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus	2	2.00241299665496e-05	0	Inf	9	7.39891551952398e-05	4.25210963827117e-06	17.4005755941238
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	25	0.000113554135046867	3.60657003419457e-05	3.14853542202811	184	0.000610287504650877	0.000471987356752285	1.29301663682313
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA	NA	NA	NA	NA	2	7.31177418738302e-07	1.59243080888135e-06	0.45915804608926
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	NA	NA	NA	NA	1	1.06693538489215e-06	0	Inf
Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	38	0.000411170030062108	0.000183397424926668	2.24196184993609	150	0.00207775545058914	0.000915746728644398	2.26891932626927
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	NA	NA	NA	NA	6	4.37893443715991e-07	1.17864241604957e-06	0.371523574710359
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	2	3.45421199308099e-06	0	Inf	18	1.85560900222852e-05	2.70525554131531e-06	6.85927437866485
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus	NA	NA	NA	NA	5	3.08936793322258e-07	3.38279667480088e-06	0.0913258534347006
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	3	1.51218118703474e-05	0	Inf	18	1.5718150743208e-05	7.50991196466248e-06	2.09298735020716
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella	NA	NA	NA	NA	6	2.95446502801859e-06	1.02315353904411e-06	2.88760671323956
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ignavigranum	NA	NA	NA	NA	2	5.49422474713029e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	NA	6	8.53903680888615e-06	1.59168489513024e-05	0.53647784401368	46	3.33234938815376e-05	9.84360864488118e-06	3.38529243529672
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Allofustis	NA	NA	NA	NA	2	9.55058591029948e-08	1.11577704275345e-07	0.855958273413753
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	NA	NA	NA	NA	1	9.59226426093318e-08	0	Inf
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	NA	3	0	2.14327921791073e-06	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	2	4.54125943795976e-06	2.74341971186255e-06	1.65532799021723	159	3.1109969330293e-05	5.26869150073916e-05	0.590468607355896
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA	NA	NA	NA	NA	2	4.52213406553744e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	65	0.000773978111020058	0.000533886299992113	1.44970588500116	314	0.00164112389344299	0.00167710330142444	0.978546695393843
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	1	0	5.93415462033279e-06	0	NA	NA	NA	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	NA	NA	NA	NA	1	2.81489926179267e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	NA	NA	NA	NA	1	4.18448542608586e-07	0	Inf
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	1	0	5.3369197434009e-06	0	7	9.64112039787927e-06	1.68300736871972e-06	5.72850753779727
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	97	0.00274161963344385	0.00041478681413314	6.60970778247504	355	0.00564214844943111	0.00359123650576978	1.57108796381589
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	8	0.00028493743274437	1.25103134559782e-05	22.7762025105942	39	0.000616933471250004	0.000198678680410776	3.10518204557464
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	5	8.23844882752406e-05	0	Inf	7	0.000171165522850865	0	Inf
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	1	0	9.77276915602366e-06	0	50	6.44306695831202e-06	2.5585907755539e-05	0.251820925013582
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	4	1.085623686903e-05	5.23723082693633e-05	0.207289638890725	69	0.000226817377971155	0.000171540018283533	1.32224177332345
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	16	0.000140271223356809	6.34238788656736e-05	2.21164687284251	281	0.000147280862378823	9.55744861127912e-05	1.54100606102146
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	192	0.0040433447452919	0.0023476147319056	1.72232040050705	505	0.00846884000723657	0.00856231179142261	0.989083347294165
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	5	1.45619456088923e-05	0	Inf	1	8.37442650461772e-08	0	Inf
Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	13	1.18359937457455e-05	2.11000557962151e-05	0.560946087539193	26	2.8274368825259e-05	1.83931479822083e-05	1.53722292957186
Bacteria	Firmicutes	Bacilli	NA	NA	NA	3	2.82812036631813e-06	2.95489413205304e-06	0.957097019361967	3	4.18448542608586e-08	5.50601284540072e-07	0.0759984682851084
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	NA	NA	NA	NA	2	0	3.32251115282011e-06	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Catabacter	NA	NA	NA	NA	180	3.55756497401785e-05	3.30301726164595e-05	1.07706520802288
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	NA	NA	NA	NA	1	9.61901209282962e-08	0	Inf
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	204	0.00651869170314511	0.00462726847545608	1.40875588648498	368	0.0032366601089801	0.00327245739498553	0.989061038331537
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA	40	0.00024509960921547	8.90893528168872e-05	2.75116612104303	388	0.000270057203271877	0.000256620185666025	1.05236149904178
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	133	0.00142227284874439	0.00184239276654791	0.771970491074661	317	0.00277406447752845	0.00152586146256814	1.81803167953366
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_11	NA	NA	NA	NA	1	1.32563992521421e-07	0	Inf
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_13	3	7.68656753354826e-05	0	Inf	7	1.90940792306824e-05	0	Inf
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_2	NA	NA	NA	NA	8	1.099215211186e-05	4.95542880773584e-06	2.21820402196078
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_3	NA	NA	NA	NA	31	1.57780663218559e-05	5.77118512989279e-06	2.73393869140167
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_7	NA	NA	NA	NA	19	2.1266964819787e-06	4.6271838508368e-07	4.59609246257656
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Hathewaya	NA	NA	NA	NA	5	5.0930721318981e-07	8.13048584205978e-08	6.26416702622019
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Sarcina	2	5.16686739093773e-05	0	Inf	5	2.07696817522005e-06	2.17233659390944e-06	0.956098691631506
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA	7	2.49379491435325e-05	0	Inf	39	2.33990407988256e-05	1.01101007652001e-05	2.31442211529357
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	127	0.00266504234671046	0.00192925973003815	1.38138079866403	246	0.000789415720421752	0.000658282878724524	1.19920439363592
Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	13	2.27218985119185e-05	4.5249909700704e-05	0.502142405635894	96	2.64513697636006e-05	3.68643453378089e-05	0.71753260558981
Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	NA	1	1.90690853894575e-06	0	Inf	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	3	1.18936753002856e-06	3.81911204597819e-06	0.311425146921533	207	2.70696377815622e-05	1.85295961783111e-05	1.46088654717943
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	15	5.26252019896331e-05	4.65552704575897e-05	1.13038118933436	208	0.000225580662960159	0.000103108651844902	2.18779567886778
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	1	1.72815951998641e-06	0	Inf	3	5.56853446882928e-08	2.21535631959813e-06	0.0251360669142354
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Anaerococcus	88	0.00148914217437828	0.000449530272893997	3.31266271521925	317	0.00172742023431111	0.000675153191245558	2.55856042259725
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Ezakiella	132	0.00711837229557339	0.00214631157890773	3.31656054299253	310	0.00475001496967864	0.00149577543374291	3.17562039228882
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Finegoldia	72	0.000966008060451887	0.000666373599326603	1.44964935799989	294	0.00119848074796738	0.00046044374266531	2.60288203946457
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Gallicola	12	7.33493021767136e-05	2.68965652128256e-05	2.727088072262	50	6.32944493273155e-05	2.45522128912078e-05	2.57795293677913
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Helcococcus	7	2.46749009107599e-05	3.3602560214046e-06	7.34316098344367	24	1.08264714629554e-05	5.13534293719826e-06	2.10822755078984
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Murdochiella	44	0.000254986591541773	0.000120495580912818	2.11614890446699	174	0.000475964082017379	0.000211096706558919	2.25472054858674
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Parvimonas	6	2.09242053494223e-05	9.4252526735284e-06	2.22001532204963	54	6.03286668325709e-05	1.75135913448048e-06	34.4467708791587
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus	111	0.00232026882941986	0.000899898204728471	2.57836810566809	352	0.00265631373048199	0.00124208191049174	2.13859787188299
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Sedimentibacter	NA	NA	NA	NA	6	3.98044590548448e-06	0.000132464675830374	0.030049112191854
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tissierella	NA	NA	NA	NA	3	3.62399163377037e-07	4.17152092651816e-08	8.6874588372141
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	W5053	10	7.90474697036066e-05	1.88503905317261e-05	4.1934128404696	44	6.08384640317712e-05	2.15558165928839e-05	2.82236879171887
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	NA	3	3.68253408532933e-06	0	Inf	5	3.81099816480976e-07	4.7555338562307e-06	0.0801381775427083
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Anaerovorax	1	6.69067402154215e-06	0	Inf	31	3.79623577155535e-06	2.61199858980389e-06	1.45338354560152
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group	83	0.000553221508802171	0.000489270920649863	1.1307058839045	390	0.000735053070390819	0.000581293655286379	1.26451246062318
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_UCG-001	33	6.33539269371579e-05	0.000122987393974844	0.515125370898715	253	7.99127719345057e-05	0.000106603941341629	0.749623052663811
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium	26	0.000159241287819076	2.73620456238387e-05	5.81978738023666	148	0.000164926590977152	8.26441095743609e-05	1.99562427167003
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	S5-A14a	25	0.000153586406124577	3.73336996920108e-05	4.11388122237035	136	0.000288760235454341	0.000107303778540107	2.69105374836742
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	76	0.000828087443077383	0.000299189722574701	2.76776700733972	384	0.000683379472007395	0.000449119628616061	1.52159787385199
Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora	1	2.91997633101539e-05	0	Inf	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	28-4	NA	NA	NA	NA	1	0	1.04288023162954e-07	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	NA	NA	NA	NA	2	2.83208995272548e-06	3.55605017842837e-07	7.96414507845091
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	242	0.0190846638313523	0.0361974675524657	0.527237542341615	418	0.00969935159298537	0.0171870113167062	0.564341956507433
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	NA	NA	NA	NA	1	0	3.12864069488862e-08	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerosporobacter	5	2.95068312968678e-05	8.94835587299024e-05	0.329745840640193	12	5.73600142526982e-06	6.02196300121249e-07	9.52513561460757
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	208	0.0027497379302267	0.00401379027318753	0.685072647815007	471	0.00390321146380004	0.0050221505827835	0.77719920967338
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	302	0.0139766306521923	0.0205157525893233	0.681263365374466	501	0.0186513257304734	0.023684386136748	0.78749458072441
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	17	0.00166321992151579	0.00197788326424325	0.840909042299903	13	0.000407815358474015	0.000559069037165156	0.729454381058026
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	CAG-56	48	0.000284308887501946	0.000499708905798965	0.568949010519185	100	0.000277545973058177	0.000307358389235392	0.903004384388602
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	4	3.71921639229499e-05	0	Inf	11	5.34242456812986e-05	4.51964516152174e-06	11.8204513345714
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_1	83	0.000639902380174317	0.000538102966023991	1.18918203499697	172	0.000396704116409629	0.000304525791042882	1.30269464222085
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_2	67	0.00198338399593263	0.00145621814592895	1.3620102190578	62	0.000366198233852447	0.000908096975703533	0.403258951026393
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_3	120	0.000835731137860404	0.00129857217091936	0.643576965975426	256	0.000922700285755822	0.00104231555220495	0.885240831151283
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	2	4.61264718668882e-06	1.66353921294633e-06	2.77279137803988	116	2.02268307531888e-05	2.13173717380267e-05	0.948842615391814
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	185	0.00242267035507263	0.00292342027963273	0.828710935595272	344	0.00281155005756836	0.00284964625946359	0.986631252293609
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	103	0.00205359190531215	0.00144371030565364	1.42244042815943	440	0.00367557992640115	0.00175658964530847	2.0924522333477
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	3	7.29134865077032e-06	2.45673686382799e-06	2.96789972020415	15	3.18167845338109e-06	4.15213432853402e-05	0.0766275414433528
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	175	0.00213473265507458	0.00379030405442997	0.563208815023582	368	0.0031460873483843	0.00458726816400371	0.685830266708984
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	44	0.000198987318434508	0.000211214874387073	0.942108452408722	313	0.000232372976086743	0.000269196114380751	0.863210736236981
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066755	2	7.65916410196914e-06	0	Inf	166	4.63674167483954e-05	3.90480184776418e-05	1.18744608705163
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Herbinix	1	1.3812531101527e-05	0	Inf	4	4.77187976756812e-05	1.8017742475103e-06	26.4843377252279
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella	20	5.21182028417307e-05	3.07994663826751e-05	1.69217876031279	97	0.00017609862577608	0.000124242453264169	1.41737885199073
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hungatella	73	0.00355722132828048	0.000437235367930243	8.13571268289531	387	0.00147085348154561	0.000828703008903548	1.77488613621868
